Purchase-date,Customer ID,Title,Quantity,Item Price,Total_Amount,Profit (INR),Category_OLTP,Ship-City,Ship-State
2019-05-16T15:15:50+00:00,B07FWWBVY,Fundamentals of Physical Geography - Textbook for Class - 11  - 11092,1,111.0,161.0,19.98,school,BHIWADI,RAJASTHAN
2019-05-16T15:22:05+00:00,B07FWYURX,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,KALYANI,WEST BENGAL
2019-05-16T15:33:03+00:00,B07FWYVQS,biology textbook for class 11th ncert,1,185.0,235.0,33.3,School,SALEM - 636 004,TAMIL NADU
2019-05-16T15:34:11+00:00,B07FWWVYR,biology textbook for class 11th ncert,1,185.0,235.0,33.3,School,UJJAIN,MADHYA PRADESH
2019-05-16T16:00:33+00:00,B07FWWSXW,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,1,192.0,242.0,34.56,School,NAVI MUMBAI,MAHARASHTRA
2019-05-16T16:12:37+00:00,B07FWYXYW,biology textbook for class 11th ncert,1,185.0,235.0,33.3,School,KOLKATA,WEST BENGAL
2019-05-16T16:13:19+00:00,B07FWVVVY,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,158.0,19.44,school,CHENNAI,Tamil Nadu
2019-05-16T16:29:20+00:00,B07FWVURZ,English 9th class workbook Words & Expression Ncert,1,180.0,230.0,32.4,School,JHALAWAR,RAJASTHAN
2019-05-16T16:39:15+00:00,B07FWWTUR,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,1,198.0,248.0,35.64,school,PUDUKKOTTAI,TAMIL NADU
2019-05-16T18:22:33+00:00,B07FWWVRQ,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,1,198.0,248.0,35.64,school,KOLKATA,WEST BENGAL
2019-05-17T02:09:00+00:00,B07FWWXZR,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,KOLKATA,WEST BENGAL
2019-05-17T04:02:37+00:00,B07FWYZXS,Vigyan Textbook Science for Class - 6    - 653,1,88.0,138.0,15.84,school,BASTI,UTTAR PRADESH
2019-05-17T04:44:16+00:00,B07FWVUQU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,445.0,67.15,competition ,JAIPUR,RAJASTHAN
2019-05-17T05:00:37+00:00,B07FWWVZX,English 9th class workbook Words & Expression Ncert,1,180.0,204.79,32.4,School,Haldwani,UTTARAKHAND
2019-05-17T05:00:37+00:00,B07FWYSUQ,Words And Expressions 1 For Class 9- 976,1,184.0,209.21,33.12,school,Haldwani,UTTARAKHAND
2019-05-17T06:07:06+00:00,B07FWXAXY,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,BENGALURU,KARNATAKA
2019-05-17T07:47:03+00:00,B07FWYXRQ,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,5,485.0,585.0,87.3,school,BANKURA,WEST BENGAL
2019-05-17T09:12:51+00:00,B07FWYAWQ,Advanced Problems in Physical Chemistry,1,500.0,550.0,65.0,college,SHAKTI NAGAR NTPC TOWNSHIP,UTTAR PRADESH
2019-05-17T11:12:23+00:00,B07FWWXYT,English 9th class workbook Words & Expression Ncert,1,180.0,230.0,32.4,School,Amritsar,PUNJAB
2019-05-17T11:47:55+00:00,B07FWYYTW,English 9th class workbook Words & Expression Ncert,2,360.0,410.0,64.8,School,BHARUCH,GUJARAT
2019-05-17T13:06:48+00:00,B07FWXATU,Rajasthan Ka Bhugool,1,200.0,250.0,26.0,college,BHILWARA,RJ
2019-05-17T14:09:45+00:00,B07FWYAVU,Mathematics Textbook for Class 8- 852,1,180.0,230.0,32.4,school,GUWAHATI,ASSAM
2019-05-17T15:16:34+00:00,B07FWYZXZ,Mathematics Textbook for Class 8- 852,1,180.0,230.0,32.4,school,Gurgaon,HARYANA
2019-05-17T15:30:46+00:00,B07FWYXTV,"16 Years JEE Main Chapterwise Solutions - Physics, Chemistry, Maths",1,420.0,470.0,71.4,competition ,JALANDHAR,PUNJAB
2019-05-17T16:21:36+00:00,B07FWVVXT,Advanced Problems in Physical Chemistry,1,500.0,550.0,65.0,college,MUMBAI,MAHARASHTRA
2019-05-17T17:24:34+00:00,B07FWVXXW,Advanced Problems in Physical Chemistry,1,500.0,550.0,65.0,college,JALGAON,MAHARASHTRA
2019-05-18T01:39:22+00:00,B07FWWSSQ,Advanced Problems in Physical Chemistry,1,500.0,550.0,65.0,college,MUMBAI,MAHARASHTRA
2019-05-18T02:51:47+00:00,B07FWWSYQ,Accountancy Financial Accounting Part - 1 Textbook for Class - 11- 11110,1,220.0,270.0,39.6,School,PHULABANI,ODISHA
2019-05-18T03:11:47+00:00,B07FWWBXW,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,346.86,54.4,competition ,UDAIPUR,RAJASTHAN
2019-05-18T03:11:47+00:00,B07FWWXQR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,418.14,67.15,competition ,UDAIPUR,RAJASTHAN
2019-05-18T03:57:04+00:00,B07FWVVTR,Social and Political Life Part - 1 Textbook in Social Science for Class - 6  - 658,1,129.0,179.0,23.22,school,LUCKNOW,UTTAR PRADESH
2019-05-18T03:59:51+00:00,B07FWYZZW,Science Textbook for Class - 6  - 652,1,91.0,141.0,16.38,school,LUCKNOW,UTTAR PRADESH
2019-05-18T04:42:05+00:00,B07FWWZTS,Accountancy Financial Accounting Part - 1 Textbook for Class - 11- 11110,1,220.0,270.0,39.6,School,BAHADURGARH,HARYANA
2019-05-18T05:41:59+00:00,B07FWVVWQ,Ordinary and Partial Differential Equations,1,899.0,999.0,116.87,college,JALGAON,MAHARASHTRA
2019-05-18T05:50:03+00:00,B07FWWAYZ,Social and Political Life Part - 1 Textbook in Social Science for Class - 6  - 658,2,258.0,308.0,46.44,school,BENGALURU,KARNATAKA
2019-05-18T06:38:27+00:00,B07FWWAVR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,416.68,67.15,competition ,New Delhi,DELHI
2019-05-18T06:38:27+00:00,B07FWVWTY,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,348.32,54.4,competition ,New Delhi,DELHI
2019-05-18T08:48:26+00:00,B07FWWZWZ,ESE 2019 Main Exam: Civil Engineering - Subjectwise Conventional Solved Questions Paper - II,1,515.0,615.0,87.55,competition ,LAKHISARAI,BIHAR
2019-05-18T09:11:31+00:00,B07FWWTZR,Mathematics Textbook for Class 8- 852,1,180.0,230.0,32.4,school,GUWAHATI,ASSAM
2019-05-18T11:11:28+00:00,B07FWYAVS,Science Textbook for Class - 6  - 652,1,91.0,141.0,16.38,school,ANANTAPUR,ANDHRA PRADESH
2019-05-18T15:52:14+00:00,B07FWYAUT,How to Prepare for Quantitative Aptitude for CAT (Old edition),1,550.0,650.0,93.5,competition ,NEW DELHI,DELHI
2019-05-18T17:33:04+00:00,B07FWXYTU,Mathematics Textbook for Class 8- 852,1,180.0,230.0,32.4,school,TINSUKIA,ASSAM
2019-05-18T18:03:08+00:00,B07FWWTSX,Science Textbook for Class - 6  - 652,1,91.0,141.0,16.38,school,PANCHKULA,HARYANA
2019-05-19T05:57:19+00:00,B07FWVYYU,Words And Expressions 1 For Class 9- 976,1,184.0,234.0,33.12,school,BENGALURU,KARNATAKA
2019-05-19T06:51:56+00:00,B07FWVURS,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,MUDBIDRI,KARNATAKA
2019-05-19T07:15:43+00:00,B07FWVWYY,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,BAREILLY,UTTAR PRADESH
2019-05-19T08:08:58+00:00,B07FWWSZT,Mathematics Textbook for Class 8- 852,1,180.0,230.0,32.4,school,BENGALURU,KARNATAKA
2019-05-19T08:22:58+00:00,B07FWXTVX,Ordinary and Partial Differential Equations,1,899.0,999.0,116.87,college,VIJAYAWADA,ANDHRA PRADESH
2019-05-19T09:15:28+00:00,B07FWVBQT,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,Medchal district,TELANGANA
2019-05-19T11:19:07+00:00,B07FWYYSV,Mathematics Textbook for Class - 6  - 650,1,285.0,313.23,51.3,school,PATNA,BIHAR
2019-05-19T11:19:07+00:00,B07FWXSSW,Science Textbook for Class - 6  - 652,1,91.0,112.77,16.38,school,PATNA,BIHAR
2019-05-19T12:13:11+00:00,B07FWWXUY,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,BENGALURU,KARNATAKA
2019-05-19T12:48:23+00:00,B07FWXBUR,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,1,192.0,242.0,34.56,School,NOIDA,UTTAR PRADESH
2019-05-19T16:53:39+00:00,B07FWWTWX,Rajasthan Ka Bhugool,1,200.0,250.0,26.0,college,KOTA,RAJASTHAN
2019-05-19T18:27:31+00:00,B07FWWWTQ,Accountancy Financial Accounting Part - 1 Textbook for Class - 11- 11110,1,220.0,270.0,39.6,School,BENGALURU,KARNATAKA
2019-05-20T00:03:51+00:00,B07FWWBSU,science textbook for class 8th ncert,1,149.0,199.0,26.82,school,AIZAWL,MIZORAM
2019-05-20T01:25:40+00:00,B07FWWBUX,Indian Society Textbook in Sociology for Class - 12  - 12111,1,145.0,195.0,26.1,school,HYDERABAD,TELANGANA
2019-05-20T02:01:56+00:00,B07FWWTVT,Accountancy Financial Accounting Part - 1 Textbook for Class - 11- 11110,1,220.0,270.0,39.6,School,VARANASI,UTTAR PRADESH
2019-05-20T02:12:44+00:00,B07FWYWRS,Indian Society Textbook in Sociology for Class XII,1,160.0,210.0,28.8,school,DEHRADUN,UTTARAKHAND
2019-05-20T03:03:09+00:00,B07FWVAVY,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,1,97.0,147.0,17.46,school,KUDAL,MAHARASHTRA
2019-05-20T04:01:23+00:00,B07FWXZZT,Science Textbook for Class - 6  - 652,1,91.0,141.0,16.38,school,KOLKATA,WEST BENGAL
2019-05-20T05:07:30+00:00,B07FWYYXV,Accountancy Financial Accounting Part - 1 Textbook for Class - 11- 11110,1,220.0,270.0,39.6,School,PUDUCHERRY,PUDUCHERRY
2019-05-20T08:32:22+00:00,B07FWXTYV,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,158.0,19.44,school,KENDUJHAR,ODISHA
2019-05-20T12:35:37+00:00,B07FWWUTS,Indian Society Textbook in Sociology for Class XII,1,160.0,210.0,28.8,school,PUNE,MAHARASHTRA
2019-05-20T12:58:40+00:00,B07FWVWWZ,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,131.54,19.44,school,BENGALURU,KARNATAKA
2019-05-20T12:58:40+00:00,B07FWVZSQ,Mathematics Textbook for Class - 6  - 650,1,285.0,311.46,51.3,school,BENGALURU,KARNATAKA
2019-05-20T15:05:04+00:00,B07FWWUYY,Science Textbook for Class - 6  - 652,1,91.0,141.0,16.38,school,Palakkad,KERALA
2019-05-20T15:36:21+00:00,B07FWVXXV,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,ALLAHABAD,UTTAR PRADESH
2019-05-20T17:18:25+00:00,B07FWYSSW,NCERT Class - 12 Biology Textbook,1,250.0,300.0,45.0,school,BANGALORE,KARNATAKA
2019-05-20T18:17:51+00:00,B07FWYWUQ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,345.61,54.4,competition ,AHMEDABAD,GUJARAT
2019-05-20T18:17:51+00:00,B07FWWWQS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,419.39,67.15,competition ,AHMEDABAD,GUJARAT
2019-05-21T03:25:44+00:00,B07FWYYUS,Vigyan Textbook Science for Class - 6    - 653,1,88.0,138.0,15.84,school,NAVI MUMBAI,MAHARASHTRA
2019-05-21T04:30:09+00:00,B07FWYXRV,Ordinary and Partial Differential Equations,1,899.0,999.0,116.87,college,SURAT,GUJARAT
2019-05-21T05:32:55+00:00,B07FWYWTR,Rajasthan Ka Bhugool,1,200.0,250.0,26.0,college,KOTA,RAJASTHAN
2019-05-21T05:47:19+00:00,B07FWXYQX,English 9th class workbook Words & Expression Ncert,1,180.0,230.0,32.4,School,VADODARA,GUJARAT
2019-05-21T08:44:05+00:00,B07FWWUXX,Vigyan Textbook Science for Class - 6    - 653,1,88.0,138.0,15.84,school,PATIALA,PUNJAB
2019-05-21T12:11:16+00:00,B07FWXBVX,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,1,97.0,147.0,17.46,school,BIDAR,KARNATAKA
2019-05-21T14:06:07+00:00,B07FWXWSU,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,158.0,19.44,school,PRODDATUR,ANDHRA PRADESH
2019-05-21T14:44:38+00:00,B07FWVZQS,Fundamentals of Physical Geography - Textbook for Class - 11  - 11092,1,111.0,161.0,19.98,school,GONDA,UTTAR PRADESH
2019-05-21T15:59:49+00:00,B07FWYZQU,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,Mumbai,MAHARASHTRA
2019-05-21T16:38:40+00:00,B07FWWTUX,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,370.0,54.4,competition ,DHAULPUR,RAJASTHAN
2019-05-21T16:41:36+00:00,B07FWXYRQ,Mathematics Textbook for Class 8- 852,1,180.0,230.0,32.4,school,KOLKATA,WEST BENGAL
2019-05-21T18:00:10+00:00,B07FWVUWS,Rajasthan Ka Bhugool,1,200.0,250.0,26.0,college,NOIDA,UTTAR PRADESH
2019-05-21T18:53:36+00:00,B07FWVVWT,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,NEW DELHI,DELHI
2019-05-22T01:09:57+00:00,B07FWYZTU,Mathematics Textbook for Class 8- 852,1,180.0,230.0,32.4,school,FARIDABAD,HARYANA
2019-05-22T01:34:02+00:00,B07FWXSQW,Social and Political Life Part - 1 Textbook in Social Science for Class - 6  - 658,1,129.0,179.0,23.22,school,BANGALORE,KARNATAKA
2019-05-22T03:26:59+00:00,B07FWYSYQ,How to Prepare for Quantitative Aptitude for CAT (Old edition),1,550.0,650.0,93.5,competition ,Chennai,TAMIL NADU
2019-05-22T04:39:28+00:00,B07FWVZRQ,Lakshya - Rajasthan Police Sub - Inspector Exam Book Part - I,1,499.0,549.0,84.83,competition ,TAKI,WEST BENGAL
2019-05-22T05:19:55+00:00,B07FWVARW,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,370.0,54.4,competition ,Sonipat,HARYANA
2019-05-22T06:28:51+00:00,B07FWVXUU,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,HAPUR,UTTAR PRADESH
2019-05-22T07:57:53+00:00,B07FWVVQV,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,Mumbai,MAHARASHTRA
2019-05-22T09:41:24+00:00,B07FWWTTQ,Our Pasts Part - 2 Textbook in History for Class - 7  - 760,1,150.0,200.0,27.0,school,CHENNAI,TAMIL NADU
2019-05-22T10:10:39+00:00,B07FWWZZW,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,370.0,54.4,competition ,HANUMANGARH,RAJASTHAN
2019-05-22T13:32:18+00:00,B07FWXWVU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,445.0,67.15,competition ,SARDARGARH,RAJASTHAN
2019-05-22T15:05:34+00:00,B07FWXWTS,Accountancy Financial Accounting Part - 1 Textbook for Class - 11- 11110,1,220.0,270.0,39.6,School,BENGALURU,KARNATAKA
2019-05-22T15:16:02+00:00,B07FWYUTZ,Mathematics - Textbook for Class 7,1,142.45,192.45,25.641,school,ALLAHABAD,UTTAR PRADESH
2019-05-22T15:18:43+00:00,B07FWVWUS,Words And Expressions 1 For Class 9- 976,1,184.0,234.0,33.12,school,NEW DELHI,DELHI
2019-05-22T15:46:19+00:00,B07FWYYXW,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,UPPER TADONG,SIKKIM
2019-05-22T15:48:26+00:00,B07FWVXWW,Accountancy Financial Accounting Part - 1 Textbook for Class - 11- 11110,1,220.0,270.0,39.6,School,NEW DELHI,DELHI
2019-05-23T02:15:19+00:00,B07FWVAQT,Words And Expressions 1 For Class 9- 976,1,184.0,234.0,33.12,school,VIA. HADAGARH,ODISHA
2019-05-23T03:48:52+00:00,B07FWVWYZ,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,1,97.0,147.0,17.46,school,BARPETA,ASSAM
2019-05-23T04:06:25+00:00,B07FWYTTY,Science Textbook for Class - 6  - 652,1,91.0,141.0,16.38,school,CHANDIGARH,CHANDIGARH
2019-05-23T11:27:23+00:00,B07FWYYUZ,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,1,97.0,147.0,17.46,school,BALLIA,UTTAR PRADESH
2019-05-23T12:16:31+00:00,B07FWWWSV,Chemistry Part I & II Class 12 with Free Car Anti Slip Mat (2016),1,381.0,431.0,68.58,School,CHANNAPATNA,KARNATAKA
2019-05-23T13:52:10+00:00,B07FWWWXT,English 9th class workbook Words & Expression Ncert,1,180.0,230.0,32.4,School,BENGALURU,KARNATAKA
2019-05-23T14:16:09+00:00,B07FWVVSX,English 9th class workbook Words & Expression Ncert,1,180.0,230.0,32.4,School,KOLKATA,WEST BENGAL
2019-05-23T15:32:09+00:00,B07FWWZXW,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,445.0,67.15,competition ,HANUMANGARH,RAJASTHAN
2019-05-23T18:29:59+00:00,B07FWXXXX,English 9th class workbook Words & Expression Ncert,2,360.0,410.0,64.8,School,KOLKATA,WEST BENGAL
2019-05-23T20:14:11+00:00,B07FWYZYZ,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,PUNE,MAHARASHTRA
2019-05-24T01:05:31+00:00,B07FWXXQZ,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,1,192.0,242.0,34.56,School,TIRUPATI,ANDHRA PRADESH
2019-05-24T02:25:42+00:00,B07FWVAQX,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,1,192.0,242.0,34.56,School,BANGALORE,KARNATAKA
2019-05-24T04:15:51+00:00,B07FWWVSQ,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,1,198.0,248.0,35.64,school,HYDERABAD,TELANGANA
2019-05-24T04:21:15+00:00,B07FWVUQU,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,158.0,19.44,school,JAIPUR,RAJASTHAN
2019-05-24T04:31:32+00:00,B07FWWUSR,English 9th class workbook Words & Expression Ncert,1,180.0,230.0,32.4,School,HYDERABAD,TELANGANA
2019-05-24T05:08:13+00:00,B07FWVZXV,"16 Years JEE Main Chapterwise Solutions - Physics, Chemistry, Maths",1,420.0,470.0,71.4,competition ,DEESA,GUJARAT
2019-05-24T05:32:53+00:00,B07FWXSQV,Fundamentals of Physical Geography - Textbook for Class - 11  - 11092,1,111.0,161.0,19.98,school,KOLKATA,WEST BENGAL
2019-05-24T05:40:17+00:00,B07FWWBST,English 9th class workbook Words & Expression Ncert,1,180.0,230.0,32.4,School,KOLKATA,WEST BENGAL
2019-05-24T07:00:35+00:00,B07FWVASZ,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,158.0,19.44,school,BENGALURU,KARNATAKA
2019-05-24T07:13:00+00:00,B07FWXZRZ,Science Textbook for Class - 6  - 652,1,91.0,141.0,16.38,school,Patan,GUJARAT
2019-05-24T08:05:17+00:00,B07FWVWZT,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,445.0,67.15,competition ,NEW DELHI,DELHI
2019-05-24T09:03:34+00:00,B07FWWVST,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,NEW DELHI,DELHI
2019-05-24T09:58:50+00:00,B07FWWBWW,Mathematics Textbook for Class - 6  - 650,2,570.0,620.0,102.6,school,MARGHERITA,ASSAM
2019-05-24T10:02:38+00:00,B07FWVWYU,Rajasthan Ka Bhugool,1,200.0,250.0,26.0,college,HANUMANGARH,RAJASTHAN
2019-05-24T10:05:48+00:00,B07FWVZUT,Fundamentals of Physical Geography - Textbook for Class - 11  - 11092,1,111.0,161.0,19.98,school,Thrissur,KERALA
2019-05-24T10:17:31+00:00,B07FWXZSV,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,158.0,19.44,school,Thelamara,ASSAM
2019-05-24T11:11:45+00:00,B07FWVUTW,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,BENGALURU,KARNATAKA
2019-05-24T11:43:24+00:00,B07FWWTYT,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,PURNIA,BIHAR
2019-05-24T12:05:12+00:00,B07FWWWXQ,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,HINGANGHAT,MAHARASHTRA
2019-05-24T13:08:48+00:00,B07FWXBZW,Social and Political Life Part - 1 Textbook in Social Science for Class - 6  - 658,1,129.0,179.0,23.22,school,CHINNATHADAGAM,TAMIL NADU
2019-05-24T14:18:07+00:00,B07FWYUZV,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,NEW DELHI,DELHI
2019-05-24T14:56:02+00:00,B07FWYYSR,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,AURAIYA,UTTAR PRADESH
2019-05-24T15:39:55+00:00,B07FWVWSV,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,KAYALPATTINAM,TAMIL NADU
2019-05-24T17:11:25+00:00,B07FWYZWQ,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,CHANDI MANDIR,HARYANA
2019-05-25T00:28:31+00:00,B07FWWURU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,442.18,67.15,competition ,Jahazpur,RAJASTHAN
2019-05-25T00:28:31+00:00,B07FWXBSS,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,372.82,54.4,competition ,Jahazpur,RAJASTHAN
2019-05-25T04:14:41+00:00,B07FWYAYX,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,131.81,19.44,school,ZUNHEBOTO,NAGALAND
2019-05-25T04:14:41+00:00,B07FWVXYV,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,1,97.0,123.19,17.46,school,SHIMLA,HIMACHAL PRADESH
2019-05-25T04:14:41+00:00,B07FWWVVV,Science Textbook for Class - 6  - 652,1,91.0,112.98,16.38,school,BENGALURU,KARNATAKA
2019-05-25T04:14:41+00:00,B07FWVASX,Mathematics Textbook for Class - 6  - 650,1,285.0,313.02,51.3,school,BENGALURU,KARNATAKA
2019-05-25T04:54:46+00:00,B07FWYSZU,Our Pasts Part - 2 Textbook in History for Class - 7  - 760,1,150.0,200.0,27.0,school,HYDERABAD,TELANGANA
2019-05-25T05:43:18+00:00,B07FWXAXT,Mathematics Textbook for Class - 6  - 650,1,285.0,335.0,51.3,school,BENGALURU,KARNATAKA
2019-05-25T07:16:19+00:00,B07FWWVZY,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,158.0,19.44,school,TEZPUR,ASSAM
2019-05-25T08:12:10+00:00,B07FWVXRT,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,1,97.0,164.0,17.46,school,sangli,MAHARASHTRA
2019-05-25T13:21:19+00:00,B07FWVYUY,Science Textbook for Class - 6  - 652,1,91.0,158.0,16.38,school,NAGPUR,MAHARASHTRA
2019-05-25T14:39:23+00:00,B07FWYXTR,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,1,198.0,265.0,35.64,school,KOLKATA,WEST BENGAL
2019-05-26T03:40:37+00:00,B07FWVXVV,Mathematics Textbook for Class 8- 852,1,180.0,247.0,32.4,school,MUMBAI,MAHARASHTRA
2019-05-26T05:06:42+00:00,B07FWXXYY,Rajasthan Ka Bhugool,1,200.0,267.0,26.0,college,BISSAU,RAJASTHAN
2019-05-26T10:34:32+00:00,B07FWXBTQ,Mathematics Textbook for Class 8- 852,1,180.0,247.0,32.4,school,BENGALURU,KARNATAKA
2019-05-26T13:39:25+00:00,B07FWWARR,Ordinary and Partial Differential Equations,1,899.0,1016.0,116.87,college,Domkal,WEST BENGAL
2019-05-27T01:14:28+00:00,B07FWWYXX,Rajasthan ki arthvyavasta,1,385.0,452.0,50.05,college,Ajmer,RAJASTHAN
2019-05-27T02:03:39+00:00,B07FWVWTS,Vasant Bhaag - 2 Textbook in Hindi for Class - 7  - 750,1,120.0,187.0,21.6,school,HYDERABAD,TELANGANA
2019-05-27T03:36:07+00:00,B07FWWTRY,Mathematics Textbook for Class 8- 852,2,360.0,427.0,64.8,school,BENGALURU,KARNATAKA
2019-05-27T04:04:35+00:00,B07FWVVQY,Ordinary and Partial Differential Equations,1,899.0,1016.0,116.87,college,JAMNAGAR,GUJARAT
2019-05-27T06:04:51+00:00,B07FWXUST,Mathematics - Textbook for Class 7,1,142.45,209.45,25.641,school,HYDERABAD,TELANGANA
2019-05-27T06:20:49+00:00,B07FWWZQR,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,143.08,19.44,school,Aurangabad,MAHARASHTRA
2019-05-27T06:20:49+00:00,B07FWXSTS,Science Textbook for Class - 6  - 652,1,91.0,122.92,16.38,school,Aurangabad,MAHARASHTRA
2019-05-27T11:48:49+00:00,B07FWVYYQ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,381.8,54.4,competition ,SURAT,GUJARAT
2019-05-27T11:48:49+00:00,B07FWYZZQ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,450.2,67.15,competition ,SURAT,GUJARAT
2019-05-27T13:14:36+00:00,B07FWXWUT,Rajasthan Ka Bhugool,1,200.0,267.0,26.0,college,ANUPGARH,RAJASTHAN
2019-05-27T16:30:51+00:00,B07FWYUZT,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,1,108.0,175.0,19.44,school,BENGALURU,KARNATAKA
2019-05-28T05:04:44+00:00,B07FWXBVW,English 9th class workbook Words & Expression Ncert,1,180.0,247.0,32.4,School,GURUGRAM,HARYANA
2019-05-28T05:20:00+00:00,B07FWVVSY,English 9th class workbook Words & Expression Ncert,1,180.0,247.0,32.4,School,NEW DELHI,DELHI
2019-05-28T05:57:32+00:00,B07FWWSRZ,Xam Idea Complete Course Social Science for CBSE Class 10 - 2020 Exam,1,408.0,475.0,73.44,school,NASHIK,MAHARASHTRA
2019-05-28T06:14:06+00:00,B07FWXTWV,Science Textbook for Class - 6  - 652,1,91.0,158.0,16.38,school,BENGALURU,KARNATAKA
2019-05-28T08:09:44+00:00,B07FWYASU,Science Textbook for Class - 6  - 652,1,91.0,158.0,16.38,school,KALAMASSERY,KERALA
2019-05-28T09:35:50+00:00,B07FWWWUX,English 9th class workbook Words & Expression Ncert,2,360.0,427.0,64.8,School,PUTTAPARTHI,ANDHRA PRADESH
2019-05-28T13:18:44+00:00,B07FWYUXT,English 9th class workbook Words & Expression Ncert,1,180.0,247.0,32.4,School,BANGALORE,KARNATAKA
